anyo,trimestre,barrio,barrio_URI,num_viviendas,metros_2,dormitorios,banyos,renta_min,renta_media,renta_max,euros_m2,desv_tipica
2020,1,Polígono San Blas,Q9061569,15,96,2.7,1.7,375,626,950,179.3,7
2020,1,Raval Roig,Q9066754,17,78,2.2,1.4,550,701,900,115.7,9
2020,1,San Agustín (Alicante),Q9073289,6,122,3,1.8,525,679,750,100.4,6
2020,1,San Antón,Q2917775,15,60,1.5,1.1,380,563,750,104.1,9
2020,1,San Blas-Santo Domingo,Q4897331,49,88,2.7,1.5,495,641,850,88.2,7
2020,1,San Fernando-Princesa Mercedes,Q6118706,22,83,2.6,1.2,380,540,750,99.7,6
2020,1,San Gabriel National Forest,Q7414207,12,86,2.5,1.2,525,545,600,19.9,6
2020,1,Sidi Ifni-Nuevo Alicante,Q6127455,7,82,2.6,1.1,410,469,550,55.1,6
2020,1,Tómbola,Q6154605,5,110,3.2,1.8,480,606,700,85.7,6
2020,1,Urbanova,Q125359431,5,81,2,1.2,600,640,650,20,8
2020,1,Villafranqueza,Q9094009,18,89,2.9,1.8,405,535,600,43,6
2020,1,Virgen del Remedio,Q6163619,20,81,2.9,1.1,380,417,450,24.1,5
2020,1,Vistahermosa,Q6163998,13,115,2.8,2,480,866,1300,236.4,8
2020,2,Agua Amarga,Q28121278,4,61,1.3,1,400,825,1000,248.7,13
2020,2,Alipark,Q8195638,17,97,2.6,1.5,450,612,950,123.1,6
2020,2,Altozano-Conde Lumiares,Q5855261,23,95,3,1.4,395,568,750,81.9,6
2020,2,Benalua,Q8246192,53,97,2.7,1.5,400,586,850,129.1,6
2020,2,Benissa,Q1649406,6,114,2.5,1.8,550,750,895,118.2,7
2020,2,Cabo de las Huertas,Q8254541,52,100,2.4,1.6,450,863,1200,195.7,9
2020,2,Campoamor,Q8261229,28,83,2.3,1.2,430,543,695,72.4,7
2020,2,Carolinas Altas,Q5199022,27,85,2.4,1.2,430,526,630,51,6
2020,2,Carolinas Bajas,Q8339426,33,73,2.1,1.1,430,537,690,67.8,7
2020,2,Old town-Santa Cruz,Q8341907,23,80,1.9,1.5,350,669,1200,217,8
2020,2,Old town-Santa Cruz,Q8341907,92,88,2.3,1.5,340,747,1200,204.3,8
2020,2,Asis,Q5770765,11,88,2.6,1.5,450,535,650,70.5,6
2020,2,Colonia Requena,Q5777835,4,78,2.8,1,350,390,475,49.9,5
2020,2,Ensanche Diputación,Q5834070,112,97,2.6,1.6,450,741,1100,155.5,8
2020,2,Florida Alta,Q5863207,14,90,2.6,1.1,400,510,630,64.2,6
2020,2,Florida Baixa,Q5555553,7,95,2.7,1.7,470,583,680,70.6,6
2020,2,Garbinet,Q8963455,5,85,2.4,2,650,720,750,40,8
2020,2,Garbinet,Q8963455,18,100,2.6,1.9,500,729,850,84.3,7
2020,2,Gran Via Sur,Q6082182,12,116,3.2,2,650,703,800,45.3,6
2020,2,l'Albufereta,Q11482271,26,87,2.3,1.5,450,724,1000,145.6,8
2020,2,La Goteta,Q28502683,4,72,2.3,1,550,573,580,13,8
2020,2,Els Àngels,Q9024383,17,98,2.8,1.6,375,553,770,112.8,6
2020,2,Mercado,Q3117833,68,96,2.4,1.5,450,732,1050,146.9,8
2020,2,international peace,Q114246474,9,105,2.3,1.9,550,694,850,107.9,7
2020,2,Plaza Juan Pablo II,Q136523625,6,110,2.5,2,700,733,800,36.9,7
2020,2,Pla del Bon Repòs,Q9060237,44,79,2.7,1.1,375,517,680,68.3,7
2020,2,San Juan Playa,Q9060728,97,89,2.3,1.6,500,827,1400,212.3,9
2020,2,Polígono Babel,Q18005830,21,99,2.7,1.7,450,673,900,122.7,7
2020,2,Polígono San Blas,Q9061569,10,101,2.8,1.8,450,618,800,113.3,6
2020,2,Raval Roig,Q9066754,24,102,2.8,1.6,570,767,1000,107,8
2020,2,San Antón,Q2917775,16,70,1.9,1.1,360,571,700,100.9,8
2020,2,San Blas-Santo Domingo,Q4897331,54,82,2.5,1.3,430,614,850,97.6,7
2020,2,San Fernando-Princesa Mercedes,Q6118706,12,77,2.3,1.2,400,507,680,89.8,7
2020,2,San Gabriel National Forest,Q7414207,5,100,2.6,1.6,525,581,670,49,6
2020,2,Santa Faz,Q10879280,6,83,1.8,1.8,480,637,700,78.7,8
2020,2,Sidi Ifni-Nuevo Alicante,Q6127455,5,91,2.6,1.2,490,578,700,77,6
2020,2,Tómbola,Q6154605,6,95,2.8,1.3,475,543,640,56.6,6
2020,2,Urbanova,Q125359431,5,72,2,1.2,450,650,800,122.5,9
2020,2,Villafranqueza,Q9094009,15,81,2.8,1.9,400,540,625,55,7
2020,2,Virgen del Remedio,Q6163619,4,79,3,1,340,410,450,45.3,5
2020,2,Vistahermosa,Q6163998,9,94,2.2,1.6,500,717,850,113,8
2020,3,Joan XXIII,Q5952905,2,100,4,2,360,380,400,20,4
2020,3,Colonia Requena,Q5777835,2,67,3,1,380,390,400,10,6
2020,3,Virgen del Remedio,Q6163619,12,79,2.8,1.1,280,402,500,53.5,7
2020,3,Sidi Ifni-Nuevo Alicante,Q6127455,5,70,2.2,1,350,420,500,51,6
2020,3,San Agustín (Alicante),Q9073289,5,70,2,1.4,380,436,500,42.2,6
2020,3,Asis,Q5770765,7,80,2.3,1.4,400,464,550,46.9,6
2020,3,Divina Pastora,Q8561236,2,80,3,1,400,485,570,85,6
2020,3,Florida Baixa,Q5555553,11,71,2.1,1.1,450,492,650,59.4,7
2020,3,Florida Alta,Q5863207,4,82,2.8,1.3,400,505,600,71.7,6
2020,3,Tombola,Q28712031,2,80,2.5,1,450,513,575,62.5,6
2020,3,La Goteta,Q28502683,4,74,2,1,450,520,580,49.5,7
2020,3,Villafranqueza,Q9094009,10,85,3,1.9,450,532,600,45.9,6
2020,3,Els Àngels,Q9024383,19,91,3,1.5,375,532,700,89.7,6
2020,3,Carolinas Altas,Q5199022,40,80,2.4,1.2,420,540,730,82.5,7
2020,3,San Fernando-Princesa Mercedes,Q6118706,10,84,2.5,1.4,440,544,680,96.3,6
2020,3,Carolinas Bajas,Q8339426,32,74,2.1,1.2,380,555,750,97.2,7
2020,3,Campoamor,Q8261229,37,84,2.5,1.4,400,557,750,92.4,7
2020,3,Altozano-Conde Lumiares,Q5855261,24,90,2.7,1.5,400,564,775,103.5,6
2020,3,Pla del Bon Repòs,Q9060237,30,79,2.5,1.3,425,571,700,83.4,7
2020,3,Tómbola,Q6154605,8,81,2.3,1.5,450,575,690,78.7,7
2020,3,San Gabriel National Forest,Q7414207,6,95,2.8,1.7,500,576,680,56,6
2020,3,San Blas-Santo Domingo,Q4897331,55,85,2.5,1.4,425,589,800,88.2,7
2020,3,Benissa,Q1649406,2,98,3,2,600,625,650,25,6
2020,3,Raval Roig,Q9066754,6,78,2.4,1.4,550,632,700,46.7,8
2020,3,Benalua,Q8246192,38,87,2.4,1.4,400,634,1000,147.2,7
2020,3,San Antón,Q2917775,25,83,2.3,1.6,425,639,900,128.2,8
2020,3,Polígono San Blas,Q9061569,11,98,2.8,1.8,450,655,750,76,7
2020,3,Alipark,Q8195638,10,94,2.8,1.6,500,670,800,87.2,7
2020,3,Old town-Santa Cruz,Q8341907,34,79,1.8,1.3,390,679,1200,229.2,9
2020,3,Mercado,Q3117833,63,90,2.5,1.6,400,692,1100,140.7,8
2020,3,Vistahermosa,Q6163998,14,95,2.4,1.5,500,693,1100,185,11
2020,3,l'Albufereta,Q11482271,32,76,1.8,1.3,370,698,950,147,9
2020,3,Garbinet,Q8963455,29,99,2.7,1.8,550,712,960,88.7,7
2020,3,Polígono Babel,Q18005830,13,115,3.2,1.8,580,717,900,96.8,6
2020,3,Santa Faz,Q10879280,3,114,3,2,650,733,900,117.9,6
2020,3,El Palmeral-Urbanova-Tabarca,Q5669909,3,113,3.3,2,690,747,850,73.2,7
2020,3,Ensanche Diputación,Q5834070,111,98,2.6,1.6,445,751,1100,141.5,8
2020,3,Gran Via Sur,Q6082182,8,117,3.3,2,600,759,900,82.9,7
2020,3,Old town-Santa Cruz,Q8341907,80,91,2.4,1.6,480,765,1100,133,8
2020,3,Plaza Juan Pablo II,Q136523625,5,132,3,2,675,785,950,102,6
2020,3,international peace,Q114246474,9,110,2.9,2,730,787,800,25.4,7
2020,3,Cabo de las Huertas,Q8254541,54,90,2.2,1.6,440,800,1200,188.6,9
2020,3,San Juan Playa,Q9060728,156,91,2.3,1.7,440,817,1250,201,9
2020,3,Urbanova,Q125359431,2,87,2,1,650,975,1300,325,6
2020,4,Colonia Requena,Q5777835,4,71,2.8,1,300,355,400,38.4,5
2020,4,Joan XXIII,Q5952905,5,83,3,1,300,396,450,55.4,5
2020,4,Asis,Q5770765,7,84,2,1,325,428,500,50.8,5
2020,4,Virgen del Remedio,Q6163619,9,87,2.9,1.6,390,436,490,32.1,5
2020,4,Tómbola,Q6154605,4,64,1.8,1,380,455,500,47.2,7
2020,4,Joan XXIII,Q5952905,4,84,3.3,1,400,485,600,75.3,6
2020,4,San Fernando-Princesa Mercedes,Q6118706,15,77,2.5,1.3,450,496,600,46.8,6
2020,4,Florida Alta,Q5863207,7,81,2.7,1.1,440,497,600,56.2,6
2020,4,Sidi Ifni-Nuevo Alicante,Q6127455,3,83,2.7,1,390,507,580,83.4,6
2020,4,Carolinas Altas,Q5199022,31,79,2.5,1.4,400,508,680,58.9,6
2020,4,Els Àngels,Q9024383,14,90,2.9,1.2,390,509,600,72.7,6
2020,4,Carolinas Bajas,Q8339426,55,83,2.3,1.2,350,525,650,60,6
2020,4,Florida Baixa,Q5555553,12,99,2.6,1.3,435,526,650,77.7,5
2020,4,Campoamor,Q8261229,39,94,2.8,1.4,400,549,650,77.2,6
2020,4,Pla del Bon Repòs,Q9060237,40,76,2.4,1.2,420,550,700,68.4,7
2020,4,Villafranqueza,Q9094009,7,92,2.7,1.7,450,554,650,75.4,6
2020,4,Benalua,Q8246192,28,86,2.5,1.3,400,556,750,88.8,6
2020,4,San Antón,Q2917775,9,75,1.9,1.4,400,572,800,120.4,8
2020,4,San Gabriel National Forest,Q7414207,3,83,3,1.3,570,580,600,14.1,7
2020,4,San Blas-Santo Domingo,Q4897331,53,86,2.4,1.5,400,595,800,88.2,7
2020,4,Altozano-Conde Lumiares,Q5855261,30,100,2.9,1.5,420,606,770,94.9,6
2020,4,Old town-Santa Cruz,Q8341907,30,70,1.8,1.4,375,616,850,128.4,9
2020,4,Garbinet,Q8963455,6,94,2.7,1.8,520,618,750,80.3,7
2020,4,El Palmeral-Urbanova-Tabarca,Q5669909,5,100,2.8,1.6,450,624,700,98.1,6
2020,4,Agua Amarga,Q28121278,2,75,2,2,550,625,700,75,8
2020,4,Raval Roig,Q9066754,18,81,2.2,1.2,425,631,950,153.8,8
2020,4,Polígono Babel,Q18005830,14,101,2.9,1.7,500,633,725,63.7,6
2020,4,Alipark,Q8195638,5,103,2.4,1.2,550,637,790,87.5,6
2020,4,Polígono San Blas,Q9061569,6,100,3.5,1.7,500,654,875,129.9,7
2020,4,Mercado,Q3117833,49,87,2.3,1.5,460,663,900,125.4,8
2020,4,Garbinet,Q8963455,16,107,2.9,2.1,450,668,800,85.2,6
2020,4,Vistahermosa,Q6163998,6,87,2.2,1.2,550,675,850,106.9,8
2020,4,l'Albufereta,Q11482271,52,82,2.1,1.5,425,678,900,129.9,8
2020,4,Benissa,Q1649406,4,118,2.5,1.5,550,696,835,100.8,6
2020,4,international peace,Q114246474,6,91,2.3,2,600,700,850,91.3,8
2020,4,Plaza Juan Pablo II,Q136523625,5,128,2.4,2,675,705,750,36.7,6
2020,4,Gran Via Sur,Q6082182,7,105,2.6,2,650,721,900,87.1,7
2020,4,Old town-Santa Cruz,Q8341907,90,93,2.4,1.6,400,736,1250,193.4,8
2020,4,Ensanche Diputación,Q5834070,115,98,2.7,1.7,430,738,1150,147.8,8
2020,4,San Juan Playa,Q9060728,161,93,2.3,1.7,400,825,1300,202.8,9
2020,4,Cabo de las Huertas,Q8254541,21,96,2.5,1.6,590,845,1275,191.4,9
